-118.2861213,34.0171505,0
-118.281912,34.01769,0
-80.1904488,43.4996465,0
-118.281683,34.018846,0
-118.2806231,34.0190927,0
-118.281159,34.019248,0
-118.2805194,34.0199032,0
-118.2798524,34.0208544,0
-118.2795185,34.0220703,0
-118.2797022,34.0230364,0
-118.2794601,34.0234642,0
-118.2794303,34.0240515,0
-118.2788468,34.0240837,0
-118.2802664,34.0228769,0
-118.2813486,34.0234928,0
-118.2801725,34.0246569,0
-118.281295,34.0243474,0
-118.2816235,34.0221159,0
-118.2805467,34.0217032,0
-118.2818624,34.0212859,0
-118.2828296,34.0218002,0
-118.2820765,34.0204181,0
-118.283977,34.021141,0
-118.2838376,34.0219506,0
-118.2851789,34.0200583,0
-118.285231,34.0196019,0
-118.2842484,34.0191157,0
-118.2857791,34.0188247,0
-118.2866205,34.0187985,0
-118.2873177,34.0188155,0
-118.2887714,34.0191533,0
-118.2899987,34.0197157,0
-118.2907118,34.0199954,0
-118.2899941,34.02005,0
-118.2909896,34.0224201,0
-118.2899891,34.0227011,0
-118.2880528,34.0213012,0
-118.2888131,34.0203571,0
-118.2857736,34.0202326,0
-118.2859618,34.0198198,0
-118.2862295,34.0204571,0
-118.2878651,34.021974,0
-118.2867854,34.0225909,0
-118.2860572,34.0224359,0
-118.2871493,34.0234463,0
-118.2843211,34.023117,0
-118.2826601,34.0245001,0
-118.2834089,34.0245232,0
-118.2834549,34.0252057,0
-118.2822807,34.0253425,0
-118.2830869,34.025737,0
-118.2817648,34.0256596,0
-118.2827565,34.0265773,0
-118.283794,34.026485,0
-118.2835779,34.0270483,0
-118.2855603,34.0276213,0
-118.2873551,34.0259371,0
-118.2886123,34.0258834,0
-118.2882226,34.0248396,0
-118.287979,34.0247531,0
-118.2883821,34.0243846,0
-118.2872576,34.0243652,0
-118.28825,34.0251743,0
-118.2888583,34.0252353,0
-118.2894409,34.0248142,0
-118.2884281,34.0239277,0
-118.2865005,34.0235777,0
-118.2898522,34.0237631,0
-118.2896219,34.0231926,0
-118.2864185,34.0253099,0
-118.2854632,34.0259057,0
-118.2848409,34.0250765,0
-118.2850742,34.0237561,0
-118.2863365,34.0241005,0
-118.290149,34.0216664,0
-118.2842727,34.0186751,0
-118.2864983,34.0200926,0
-118.282484,34.022333,0
